,roi,ratio,value
1016,pFus,1.0,0.017873173436000644
1017,pFus,1.0,0.03821060806320449
1018,pFus,1.0,0.012481948749930468
1019,pFus,1.0,0.004550676397528918
1020,pFus,1.0,0.024638320904312023
1021,pFus,1.0,0.03735977223851679
1022,pFus,1.0,0.010160634265240463
1023,pFus,1.0,0.0477927700265622
1024,pFus,1.0,0.027518364188132978
1025,pFus,1.0,0.042622655643430415
1026,pFus,1.0,0.06597977075267714
1027,pFus,1.0,0.04743731914073299
1028,pFus,1.0,0.015332715200030062
1029,pFus,1.0,0.009349571000653596
1030,pFus,1.0,0.05461500379442007
1031,pFus,1.0,0.03370750867167421
1032,pFus,1.0,0.03944006019554401
1033,pFus,1.0,0.13015729289961125
1034,pFus,1.0,0.022160465721391465
1035,pFus,1.0,0.08454761071244567
1036,pFus,1.0,0.053444599324433135
1037,pFus,1.0,0.015338971805636089
1038,pFus,1.0,0.025869025482463424
1039,pFus,1.0,0.032551208908153745
1040,pFus,1.0,0.0070899662413472855
1041,pFus,1.0,0.05257293928416984
1042,pFus,1.0,0.023698908514696134
1043,pFus,1.0,0.04224697711514395
1044,pFus,1.0,0.014479167897670857
1045,pFus,1.0,0.023818380349605272
1046,pFus,1.0,0.05331744775837409
1047,pFus,1.0,0.04591945730158208
1048,pFus,1.0,0.06646156954284235
1049,pFus,1.0,0.07474266549797826
1050,pFus,1.0,0.1553150910843391
1051,pFus,1.0,0.06531419043522521
1052,pFus,1.0,0.04424554248145253
1053,pFus,1.0,0.03891312883709526
1054,pFus,1.0,0.012563132108998919
1055,pFus,1.0,0.007567706414184141
1056,pFus,1.0,0.0175976499348099
1057,pFus,1.0,0.028460855353782885
1058,pFus,1.0,0.007375554275035476
1059,pFus,1.0,0.0187131468722973
1060,pFus,1.0,0.02298071483127174
1061,pFus,1.0,0.07613785700607405
1062,pFus,1.0,0.009647987367953978
1063,pFus,1.0,0.09863860583840425
1064,pFus,1.0,0.009668469250119056
1065,pFus,1.0,0.01191521256963538
1066,pFus,1.0,0.010214500572182782
1067,pFus,1.0,0.01362801469990629
1068,pFus,1.0,0.009408995262363988
1069,pFus,1.0,0.0059392630916195385
1070,pFus,1.0,0.07090586904932432
1071,pFus,1.0,0.030186777761036454
1072,pFus,1.0,0.024408694877064666
1073,pFus,1.0,0.01276611482118332
1074,pFus,1.0,0.05714882375583415
1075,pFus,1.0,0.035779578817229374
1076,pFus,1.0,0.05372555895471963
1077,pFus,1.0,0.01994644406779417
1078,pFus,1.0,0.011896650325740405
1079,pFus,1.0,0.06977129325967842
1080,pFus,1.0,0.10928115359572727
1081,pFus,1.0,0.038300933719607806
1082,pFus,1.0,0.10049826615394217
1083,pFus,1.0,0.08449822457088382
1084,pFus,1.0,0.04723752110401099
1085,pFus,1.0,0.034343622626481045
1086,pFus,1.0,0.03780377983470572
1087,pFus,1.0,0.00623971151879523
1088,pFus,1.0,0.014457710977189106
1089,pFus,1.0,0.009653044994634048
1090,pFus,1.0,0.060771610091898756
1091,pFus,1.0,0.02071400351878569
1092,pFus,1.0,0.002551402725625403
1093,pFus,1.0,0.0669655557515979
1094,pFus,1.0,0.01248187971392083
1095,pFus,1.0,0.01417905053466921
1096,pFus,1.0,0.04117283277994142
1097,pFus,1.0,0.046431656485956055
1098,pFus,1.0,0.027120725886814842
1099,pFus,1.0,0.01704405629409424
1100,pFus,1.5,0.08601809162596485
1101,pFus,1.5,0.0316520101852514
1102,pFus,1.5,0.07319678549104283
1103,pFus,1.5,0.06255614852195572
1104,pFus,1.5,0.01420147912101127
1105,pFus,1.5,0.004233301519582503
1106,pFus,1.5,0.040490830307673545
1107,pFus,1.5,0.061259539588533564
1108,pFus,1.5,0.012768679708534765
1109,pFus,1.5,0.01648076719739665
1110,pFus,1.5,0.06544542396822356
1111,pFus,1.5,0.00311774818573734
1112,pFus,1.5,0.015334129319620837
1113,pFus,1.5,0.03675268791998683
1114,pFus,1.5,0.024494707741994512
1115,pFus,1.5,0.09063089797136249
1116,pFus,1.5,0.03112943946840679
1117,pFus,1.5,0.05621541533113975
1118,pFus,1.5,0.02800978241054761
1119,pFus,1.5,0.030100054439216078
1120,pFus,1.5,0.06546394322681198
1121,pFus,1.5,0.016490060664614586
1122,pFus,1.5,0.03845222966921466
1123,pFus,1.5,0.03239807042252936
1124,pFus,1.5,0.004251773584619842
1125,pFus,1.5,0.00593343746871642
1126,pFus,1.5,0.084198231492316
1127,pFus,1.5,0.006234145090210074
1128,pFus,1.5,0.01655546887820532
1129,pFus,1.5,0.04163312493938938
1130,pFus,1.5,0.036011657757187114
1131,pFus,1.5,0.0144791678976703
1132,pFus,1.5,0.017896710473994992
1133,pFus,1.5,0.04553683678634647
1134,pFus,1.5,0.01503441810785141
1135,pFus,1.5,0.15389236670499137
1136,pFus,1.5,0.01761553723326056
1137,pFus,1.5,0.0553876529715419
1138,pFus,1.5,0.013051289112467697
1139,pFus,1.5,0.059300342342300874
1140,pFus,1.5,0.01533412931962086
1141,pFus,1.5,0.04672351692544554
1142,pFus,1.5,0.041359933102125115
1143,pFus,1.5,0.05348338591062466
1144,pFus,1.5,0.0058988597665183265
1145,pFus,1.5,0.06181615224109998
1146,pFus,1.5,0.02579671022257216
1147,pFus,1.5,0.006503952499126457
1148,pFus,1.5,0.015608108132980105
1149,pFus,1.5,0.005097488563059097
1150,pFus,1.5,0.05675083760231961
1151,pFus,1.5,0.041821256282658585
1152,pFus,1.5,0.02891050379278984
1153,pFus,1.5,0.04666598379915087
1154,pFus,1.5,0.007238365260650069
1155,pFus,1.5,0.025257273231352607
1156,pFus,1.5,0.06508935774395036
1157,pFus,1.5,0.004256110527639384
1158,pFus,1.5,0.014179050534669084
1159,pFus,1.5,0.057998016918453216
1160,pFus,1.5,0.01447478088135673
1161,pFus,1.5,0.03797308210553442
1162,pFus,1.5,0.09244112274393601
1163,pFus,1.5,0.05524342180263618
1164,pFus,1.5,0.0014182150768021894
1165,pFus,1.5,0.003951796953581043
1166,pFus,1.5,0.018736272238430014
1167,pFus,1.5,0.00824373505321687
1168,pFus,1.5,0.017018928345402286
1169,pFus,1.5,0.1606968706992692
1170,pFus,1.5,0.011101909813010163
1171,pFus,1.5,0.0751607489607461
1172,pFus,1.5,0.05482176042823926
1173,pFus,1.5,0.017896414503886807
1174,pFus,1.5,0.048367036842694694
1175,pFus,1.5,0.013124293677340509
1176,pFus,1.5,0.013950320064471371
1177,pFus,1.5,0.015193691444407508
1178,pFus,1.5,0.0031167107134896944
1179,pFus,1.5,0.04698680622725222
1180,pFus,1.5,0.027046132608086696
1181,pFus,1.5,0.08679265883684564
1182,pFus,1.5,0.020393929043963244
1183,pFus,1.5,0.032181510177012124
1184,pFus,1.5,0.052108419475968795
1185,pFus,1.5,0.013332004983521209
1186,pFus,1.5,0.03326327599382119
1187,pFus,1.5,0.009352383041681782
1188,pFus,1.5,0.01847736217741818
1189,pFus,1.5,0.012230336035983301
1190,pFus,1.5,0.02118972212714648
1191,pFus,1.5,0.02585168306784983
1192,pFus,1.5,0.030534278308790117
1193,pFus,1.5,0.01390064451668141
1194,pFus,1.5,0.05962722580926007
1195,pFus,1.5,0.017870996025773928
1196,pFus,1.5,0.023819383167274933
1197,pFus,1.5,0.02563259628155791
1198,pFus,1.5,0.033889317582663614
1199,pFus,1.5,0.003683176152105023
1200,pFus,2.33,0.009648994282312563
1201,pFus,2.33,0.014484217970848177
1202,pFus,2.33,0.02251228424803625
1203,pFus,2.33,0.042578356853337884
1204,pFus,2.33,0.009632809260615457
1205,pFus,2.33,0.04350659259152237
1206,pFus,2.33,0.011914644857011084
1207,pFus,2.33,0.018726823563559702
1208,pFus,2.33,0.022041566104956833
1209,pFus,2.33,0.07932896305269427
1210,pFus,2.33,0.004260036920930374
1211,pFus,2.33,0.049213468988438654
1212,pFus,2.33,0.04391691671827558
1213,pFus,2.33,0.08879753379631515
1214,pFus,2.33,0.09344662572372983
1215,pFus,2.33,0.022413762893156476
1216,pFus,2.33,0.021700393333415384
1217,pFus,2.33,0.06735415294853997
1218,pFus,2.33,0.004232725450234235
1219,pFus,2.33,0.08694817681295663
1220,pFus,2.33,0.02164159834908005
1221,pFus,2.33,0.014186336998285186
1222,pFus,2.33,0.05028279242934448
1223,pFus,2.33,0.023864079567386426
1224,pFus,2.33,0.016927237841904353
1225,pFus,2.33,0.04588571945728906
1226,pFus,2.33,0.01616818017910343
1227,pFus,2.33,0.030007691185060616
1228,pFus,2.33,0.026109848742199328
1229,pFus,2.33,0.03256133373633694
1230,pFus,2.33,0.02102051492257914
1231,pFus,2.33,0.04763015687839325
1232,pFus,2.33,0.02807510129862239
1233,pFus,2.33,0.09454046734785342
1234,pFus,2.33,0.035800798828713426
1235,pFus,2.33,0.009647095124264038
1236,pFus,2.33,0.0368345276320769
1237,pFus,2.33,0.013332004983521313
1238,pFus,2.33,0.003986069746741525
1239,pFus,2.33,0.051906322801015446
1240,pFus,2.33,0.021527407928748195
1241,pFus,2.33,0.00198345917692404
1242,pFus,2.33,0.011072092258671147
1243,pFus,2.33,0.12860675308606953
1244,pFus,2.33,0.017022265560821537
1245,pFus,2.33,0.01107021191819506
1246,pFus,2.33,0.02213517332242745
1247,pFus,2.33,0.01993595666098936
1248,pFus,2.33,0.14108303258250338
1249,pFus,2.33,0.002837847788381907
1250,pFus,2.33,0.005956017051591785
1251,pFus,2.33,0.0220971949449917
1252,pFus,2.33,0.01903256226310788
1253,pFus,2.33,0.032385947524915755
1254,pFus,2.33,0.023839365465224596
1255,pFus,2.33,0.057985923568092713
1256,pFus,2.33,0.04350888658346188
1257,pFus,2.33,0.06332225195991359
1258,pFus,2.33,0.022988373517480516
1259,pFus,2.33,0.09873000526122128
1260,pFus,2.33,0.005386830665197414
1261,pFus,2.33,0.0388040284055252
1262,pFus,2.33,0.02137893119569051
1263,pFus,2.33,0.03918743212517051
1264,pFus,2.33,0.015050036357830452
1265,pFus,2.33,0.026142789703347498
1266,pFus,2.33,0.028354647736165535
1267,pFus,2.33,0.004256007669496625
1268,pFus,2.33,0.024394972499271056
1269,pFus,2.33,0.017019496414017465
1270,pFus,2.33,0.011345680825077795
1271,pFus,2.33,0.00395179695358109
1272,pFus,2.33,0.04420020734517277
1273,pFus,2.33,0.017586932572109863
1274,pFus,2.33,0.010776669104708926
1275,pFus,2.33,0.0417662362849285
1276,pFus,2.33,0.008236617627083994
1277,pFus,2.33,0.011932649087634084
1278,pFus,2.33,0.003952310701074135
1279,pFus,2.33,0.020505403596756244
1280,pFus,2.33,0.026410874443716065
1281,pFus,2.33,0.05132970177633911
1282,pFus,2.33,0.07985209822233971
1283,pFus,2.33,0.006238805726151731
1284,pFus,2.33,0.044518282364751416
1285,pFus,2.33,0.016237039936163978
1286,pFus,2.33,0.005073260458969032
1287,pFus,2.33,0.061924179423521374
1288,pFus,2.33,0.07194959509688331
1289,pFus,2.33,0.03424930907882841
1290,pFus,2.33,0.0530735904420705
1291,pFus,2.33,0.019935956660989226
1292,pFus,2.33,0.012760143131313913
1293,pFus,2.33,0.005954758417471251
1294,pFus,2.33,0.046470232790361665
1295,pFus,2.33,0.0011246256833875202
1296,pFus,2.33,0.018736984375900528
1297,pFus,2.33,0.04158294171376863
1298,pFus,2.33,0.011082298001344318
1299,pFus,2.33,0.043660603635165766
1300,pFus,4.0,0.005105819867434871
1301,pFus,4.0,0.09071694217900066
1302,pFus,4.0,0.024144459346591055
1303,pFus,4.0,0.016512738390830964
1304,pFus,4.0,0.017328800323569527
1305,pFus,4.0,0.01021502625204253
1306,pFus,4.0,0.07907417442433862
1307,pFus,4.0,0.00424571559412582
1308,pFus,4.0,0.01191614158529246
1309,pFus,4.0,0.024417202928792025
1310,pFus,4.0,0.04679553354382082
1311,pFus,4.0,0.007374482060268649
1312,pFus,4.0,0.006757926017057914
1313,pFus,4.0,0.01447186101077501
1314,pFus,4.0,0.018737629075475104
1315,pFus,4.0,0.0102155325645126
1316,pFus,4.0,0.008254255718684638
1317,pFus,4.0,0.027504509336271254
1318,pFus,4.0,0.022192952649403463
1319,pFus,4.0,0.01791226818805501
1320,pFus,4.0,0.013103953487577443
1321,pFus,4.0,0.015607421298122287
1322,pFus,4.0,0.017875630057200796
1323,pFus,4.0,0.005658011439438509
1324,pFus,4.0,0.009366565590896913
1325,pFus,4.0,0.254319605363471
1326,pFus,4.0,0.01390236384623916
1327,pFus,4.0,0.029221956980668033
1328,pFus,4.0,0.02387034952818593
1329,pFus,4.0,0.030119984800639443
1330,pFus,4.0,0.1131685431883144
1331,pFus,4.0,0.011061959143750627
1332,pFus,4.0,0.003969653371457751
1333,pFus,4.0,0.010787607253796922
1334,pFus,4.0,0.023265839901992536
1335,pFus,4.0,0.07089739161026876
1336,pFus,4.0,0.03999038778721372
1337,pFus,4.0,0.06282108564058618
1338,pFus,4.0,0.10264877266644498
1339,pFus,4.0,0.0459444520910063
1340,pFus,4.0,0.006503952499123885
1341,pFus,4.0,0.03965144300625352
1342,pFus,4.0,0.08278259258816575
1343,pFus,4.0,0.04054564363231288
1344,pFus,4.0,0.03369384450249114
1345,pFus,4.0,0.020738928705975955
1346,pFus,4.0,0.027807184935104944
1347,pFus,4.0,0.0195787545800669
1348,pFus,4.0,0.023569793885632594
1349,pFus,4.0,0.018447123394357785
1350,pFus,4.0,0.010771847176179421
1351,pFus,4.0,0.06824990520215936
1352,pFus,4.0,0.04643911168945679
1353,pFus,4.0,0.03901049298655398
1354,pFus,4.0,0.010858742543514127
1355,pFus,4.0,0.020989761951271564
1356,pFus,4.0,0.03574023600886156
1357,pFus,4.0,0.03595031341956538
1358,pFus,4.0,0.01766896375791683
1359,pFus,4.0,0.007656766611503774
1360,pFus,4.0,0.014006294826833875
1361,pFus,4.0,0.009927666560690086
1362,pFus,4.0,0.011072002530142962
1363,pFus,4.0,0.011948659123203908
1364,pFus,4.0,0.01420882049436639
1365,pFus,4.0,0.02129561338957374
1366,pFus,4.0,0.014185680133452049
1367,pFus,4.0,0.06516185192030534
1368,pFus,4.0,0.01107697283156034
1369,pFus,4.0,0.0028324434558419684
1370,pFus,4.0,0.2666837353117549
1371,pFus,4.0,0.03470123736475318
1372,pFus,4.0,0.006806744150465812
1373,pFus,4.0,0.0028372524269467073
1374,pFus,4.0,0.10615766809478863
1375,pFus,4.0,0.008515095985467052
1376,pFus,4.0,0.01702251113406931
1377,pFus,4.0,0.03574958181770633
1378,pFus,4.0,0.018729528495523295
1379,pFus,4.0,0.035707984968096726
1380,pFus,4.0,0.025531261814377374
1381,pFus,4.0,0.006518142425265692
1382,pFus,4.0,0.01049131166024856
1383,pFus,4.0,0.031081492952986248
1384,pFus,4.0,0.03567677764170794
1385,pFus,4.0,0.009656808911862233
1386,pFus,4.0,0.015625418953184863
1387,pFus,4.0,0.030763791940584376
1388,pFus,4.0,0.010491680473018367
1389,pFus,4.0,0.019033230090851262
1390,pFus,4.0,0.009304187119363849
1391,pFus,4.0,0.02361944530142568
1392,pFus,4.0,0.02407980352725972
1393,pFus,4.0,0.1824501398839777
1394,pFus,4.0,0.028914138294932584
1395,pFus,4.0,0.03332261798501028
1396,pFus,4.0,0.023617387950599675
1397,pFus,4.0,0.0729740078850284
1398,pFus,4.0,0.009644517275407659
1399,pFus,4.0,0.031194820567596836
1400,pFus,9.0,0.01107200253014299
1401,pFus,9.0,0.024360037668468774
1402,pFus,9.0,0.003959433193840664
1403,pFus,9.0,0.024414972084835784
1404,pFus,9.0,0.014533212754582437
1405,pFus,9.0,0.026109606614190276
1406,pFus,9.0,0.011909616031086147
1407,pFus,9.0,0.007960135576534714
1408,pFus,9.0,0.0151615894210364
1409,pFus,9.0,0.23320062471212244
1410,pFus,9.0,0.04565685311814094
1411,pFus,9.0,0.022446381671434684
1412,pFus,9.0,0.011648147892769056
1413,pFus,9.0,0.027793002132049483
1414,pFus,9.0,0.006241863868786963
1415,pFus,9.0,0.012206246560510881
1416,pFus,9.0,0.019899281161931154
1417,pFus,9.0,0.11971276135573344
1418,pFus,9.0,0.06260375050709494
1419,pFus,9.0,0.010214479611674085
1420,pFus,9.0,0.013348903785720949
1421,pFus,9.0,0.04274511557149525
1422,pFus,9.0,0.1397551913212531
1423,pFus,9.0,0.0028353973011037686
1424,pFus,9.0,0.009920357939020205
1425,pFus,9.0,0.003675883993015384
1426,pFus,9.0,0.03126207034657345
1427,pFus,9.0,0.021933865822656155
1428,pFus,9.0,0.026703588169330085
1429,pFus,9.0,0.026372039082075326
1430,pFus,9.0,0.003952810024196795
1431,pFus,9.0,0.014191343164105582
1432,pFus,9.0,0.05099843105087083
1433,pFus,9.0,0.02891565927423561
1434,pFus,9.0,0.021130823314266634
1435,pFus,9.0,0.022414972029585617
1436,pFus,9.0,0.15766618494663548
1437,pFus,9.0,0.017614826446341072
1438,pFus,9.0,0.022405616080620052
1439,pFus,9.0,0.030292573767718545
1440,pFus,9.0,0.06002926781401557
1441,pFus,9.0,0.07871920654455554
1442,pFus,9.0,0.05357909738031825
1443,pFus,9.0,0.02071562006213907
1444,pFus,9.0,0.09056202304999718
1445,pFus,9.0,0.009644180161684815
1446,pFus,9.0,0.010214887243435743
1447,pFus,9.0,0.022091844885214006
1448,pFus,9.0,0.016193893438246648
1449,pFus,9.0,0.015306715552639941
1450,pFus,9.0,0.011638677319043873
1451,pFus,9.0,0.04127153496676032
1452,pFus,9.0,0.0269654667346863
1453,pFus,9.0,0.011725486438554061
1454,pFus,9.0,0.033825511793717594
1455,pFus,9.0,0.014486310167545076
1456,pFus,9.0,0.011062993373002438
1457,pFus,9.0,0.04902644916353345
1458,pFus,9.0,0.015057397442216167
1459,pFus,9.0,0.0051051208268629855
1460,pFus,9.0,0.011918033603537399
1461,pFus,9.0,0.007654884313775451
1462,pFus,9.0,0.08715994648226665
1463,pFus,9.0,0.04281227448838405
1464,pFus,9.0,0.009948242754966034
1465,pFus,9.0,0.07205080321668896
1466,pFus,9.0,0.05181051959335962
1467,pFus,9.0,0.007660569404549206
1468,pFus,9.0,0.024134164360875482
1469,pFus,9.0,0.046971664667674974
1470,pFus,9.0,0.005111585560116552
1471,pFus,9.0,0.01701258864260176
1472,pFus,9.0,0.019610939823443592
1473,pFus,9.0,0.008517250050996416
1474,pFus,9.0,0.04108993617666977
1475,pFus,9.0,0.008519017473626291
1476,pFus,9.0,0.06247502520406466
1477,pFus,9.0,0.03340535889220567
1478,pFus,9.0,0.041620120323859144
1479,pFus,9.0,0.025687371346873468
1480,pFus,9.0,0.005387870045408049
1481,pFus,9.0,0.015590135432590805
1482,pFus,9.0,0.026353050669485574
1483,pFus,9.0,0.009923660335563361
1484,pFus,9.0,0.014448935948578765
1485,pFus,9.0,0.008207262542263795
1486,pFus,9.0,0.011667303943887816
1487,pFus,9.0,0.01390556982152948
1488,pFus,9.0,0.06498160358568938
1489,pFus,9.0,0.012504387687307291
1490,pFus,9.0,0.021920157871128353
1491,pFus,9.0,0.002820869602338571
1492,pFus,9.0,0.0013864925273397468
1493,pFus,9.0,0.026352661345761107
1494,pFus,9.0,0.027903794368797356
1495,pFus,9.0,0.010739029818542644
1496,pFus,9.0,0.011628686839396307
1497,pFus,9.0,0.02336030330561492
1498,pFus,9.0,0.0213196561775148
1499,pFus,9.0,0.00621751430057
